Brand:,Model:,Trim / Edition:,Year of Manufacture:,Registration year:,Condition:,Transmission:,Body type:,Fuel type:,Engine capacity:,Kilometers run:,Price
Toyota,Hiace,SUPER GL DARK PRIME,2020,,Reconditioned,Automatic,MPV,Octane,"2,000 cc","32,202 km","4,350,000"
Toyota,Hiace,Super GL,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","68,254 km","3,800,000"
Toyota,Noah,SR-40/LIMO-2000 CC.,2001,2006,Used,Automatic,MPV,"CNG, Octane","2,000 cc","78,000 km","1,135,000"
Toyota,Allion,G Push,2012,2015,Used,Automatic,Saloon,Octane,"1,500 cc","55,395 km","2,250,000"
Toyota,Aqua,S Style Push,2018,,Reconditioned,Automatic,Hatchback,"Petrol, Hybrid, Octane","1,800 cc","70,000 km","2,050,000"
Toyota,Noah,SI WXB Hybrid,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","86,325 km","3,400,000"
Mitsubishi,Pajero,EXCEED,2004,2008,Used,Automatic,SUV / 4x4,Octane,"3,000 cc","85,000 km","2,450,000"
Toyota,Esquire,xi HYBRID,2018,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","1,800 cc","5,480 km","3,350,000"
Toyota,RAV4,4WD,2006,2009,Used,Automatic,SUV / 4x4,Octane,"2,400 cc","62,000 km","2,000,000"
BMW,3 Series,320i,2005,2005,Used,Automatic,Saloon,Octane,"2,000 cc","42,000 km","1,950,000"
Toyota,Fielder,X Limited,2012,2017,Used,Automatic,Estate,"Octane, LPG","1,500 cc","81,000 km","1,620,000"
Toyota,Fielder,Hybrid Unregistered,2013,,Reconditioned,Automatic,Estate,"Hybrid, Octane","1,500 cc","45,000 km","1,750,000"
Toyota,Fielder,2011,2011,2017,Used,Automatic,Estate,Octane,"1,500 cc","65,000 km","1,565,000"
Toyota,Axio,G Package,2013,2019,Used,Automatic,Saloon,Octane,"1,500 cc","55,000 km","1,660,000"
Toyota,Noah,G - Ceiling Monitor,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","81,000 km","3,230,000"
Toyota,Premio,FEX,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc",10 km,"4,450,000"
Nissan,Patrol,SGL Edition 4.2D,1999,2003,Used,Manual,SUV / 4x4,Diesel,"4,200 cc","262,789 km","2,000,000"
Toyota,Aqua,S,2015,2021,Used,Automatic,Hatchback,"Hybrid, Octane","1,500 cc","65,000 km","1,485,000"
Toyota,Noah,X-SUPER FRESH-2000CC,2002,2007,Used,Automatic,MPV,"CNG, Octane","2,000 cc","79,000 km","1,135,000"
Toyota,Axio,X,2016,2021,Used,Automatic,Saloon,Octane,"1,500 cc","56,000 km","2,180,000"
Toyota,Axio,X,2011,2016,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","206,000 km","1,570,000"
Toyota,TownAce,1500 CC-OCTANE USE.,2010,2017,Used,Automatic,MPV,Octane,"1,500 cc","72,000 km","785,000"
Toyota,Noah,X SMART,2012,2018,Used,Automatic,MPV,"Octane, LPG","1,500 cc","77,000 km","2,375,000"
Toyota,Starlet Soleil,ALL AUTO-1331 CC.,1993,1997,Used,Automatic,Hatchback,"CNG, Octane","1,331 cc","72,000 km","395,000"
Nissan,X-Trail,4WD SUNROOF,2015,2019,Used,Automatic,SUV / 4x4,"Hybrid, Octane","2,000 cc","47,428 km","3,150,000"
Toyota,Premio,F,2012,2018,Used,Automatic,Saloon,Octane,"1,500 cc","59,000 km","2,455,000"
BMW,7 Series,"745Le.Xdrive,",2020,2023,Used,Automatic,Saloon,"Petrol, Octane","3,000 cc","2,600 km","27,500,000"
Mercedes-Benz,E-Class,"E200.AMG.PKG,",2017,2018,Used,Automatic,Saloon,"Petrol, Octane","2,000 cc","14,000 km","9,500,000"
Suzuki,Swift,vxi Octane,2010,2011,Used,Manual,Saloon,Octane,"1,200 cc","32,111 km","795,000"
Toyota,Allion,A15,2013,2019,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","61,000 km","2,550,000"
Toyota,Hiace,GL - Dual A/C,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","48,520 km","2,910,000"
Maruti Suzuki,WagonR,OCTANE USE-1000 CC,2011,2011,Used,Manual,Hatchback,Octane,"1,000 cc","67,000 km","495,000"
Toyota,Land Cruiser,Prado TX,2016,2016,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","38,253 km","11,700,000"
Nissan,X-Trail,,2014,2020,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","12,294 km","3,300,000"
Lexus,RX,200T,2015,2017,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","32,555 km","9,500,000"
Suzuki,Vitara,,2016,2016,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","44,434 km","1,800,000"
Toyota,Axio,X Non-Hybrid,2019,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","69,000 km","2,850,000"
Toyota,Corolla,_X,2005,2009,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","176,000 km","1,250,000"
Toyota,Noah,X & Silver,2018,,Reconditioned,Automatic,,Octane,"2,000 cc","59,763 km","3,950,000"
Mitsubishi,Pajero,.,2007,2007,Used,Automatic,,"Petrol, CNG, Octane","2,400 cc","142,500 km","1,380,000"
Toyota,Hiace,GL ORGINAL DUAL AC,2018,,Reconditioned,Automatic,,"Petrol, Octane","2,000 cc","54,064 km","2,950,000"
Toyota,Noah,WxB - HYBRID,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","65,073 km","3,420,000"
Toyota,Hiace,GL - Dual A/C,2018,,Reconditioned,Automatic,MPV,"Petrol, Octane","2,000 cc","45,450 km","2,900,000"
Toyota,Harrier,Elegance,2014,2017,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","49,632 km","4,500,000"
BMW,Other Model,(Saloon),2003,2003,Used,Manual,Saloon,Octane,"4,398 cc","18,000 km","4,000,000"
Toyota,Premio,G Superior,2010,2013,Used,Automatic,Saloon,Octane,"1,500 cc","73,000 km","2,280,000"
Toyota,Axio,G edition,2010,2016,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","55,137 km","1,560,000"
Toyota,Corona,Premio,2001,2005,Used,Automatic,Saloon,Octane,"1,600 cc","253,000 km","730,000"
Toyota,Corona,করোনা প্রিমিও,1997,2002,Used,Automatic,Saloon,"CNG, Octane","1,580 cc","96,000 km","520,000"
Toyota,Rush,G edition,2006,2011,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","55,137 km","1,350,000"
Toyota,Axio,G edition,2013,2018,Used,Automatic,Saloon,Octane,"1,500 cc","45,137 km","1,755,000"
Nissan,X-Trail,Mode Premier & Pearl,2018,,Reconditioned,Automatic,,"Hybrid, Octane","2,000 cc","68,287 km","4,950,000"
Nissan,Juke,PUSH.NISHMO.EDITION.,2011,2017,Used,Automatic,SUV / 4x4,"Petrol, Octane","1,500 cc","32,000 km","1,430,000"
Nissan,X-Trail,Octane Drive,2010,2015,Used,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","41,258 km","2,170,000"
Toyota,Harrier,Premium & Black,2018,,Reconditioned,Automatic,,Octane,"2,000 cc","42,695 km","8,000,000"
Toyota,Corolla,জিটি,1993,1998,Used,Automatic,Saloon,Octane,"1,800 cc","86,548 km","670,000"
Toyota,Premio,F-L & White,2018,,Reconditioned,Automatic,,Octane,"1,500 cc","48,896 km","3,850,000"
Nissan,X-Trail,GOOD CONDITIONS,2012,2017,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","58,421 km","2,380,000"
Toyota,Noah,COLOR PERAL,2001,2005,Used,Automatic,MPV,"CNG, Octane","2,000 cc","65,284 km","950,000"
Toyota,Allion,,2002,2009,Used,Automatic,,Octane,"1,500 cc","60,000 km","1,320,000"
Honda,Vezel,জেট পেকেজ,2014,2017,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,500 cc","47,582 km","1,950,000"
Toyota,Premio,F EX,2016,2020,Used,Automatic,Saloon,Octane,"1,500 cc","33,258 km","3,275,000"
Toyota,Premio,PACKAGE FL,2005,2007,Used,Automatic,Saloon,Octane,"1,500 cc","75,482 km","1,590,000"
Toyota,Starlet,TWO DOOR,1991,1997,Used,Automatic,Hatchback,Octane,"1,331 cc","68,542 km","690,000"
Toyota,Land Cruiser,PRADO TX,2005,2006,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","65,852 km","4,050,000"
Toyota,Starlet,TWIN COLOR,1991,1997,Used,Automatic,Hatchback,"CNG, Octane","1,331 cc","86,542 km","380,000"
Toyota,Corolla Cross,Z package,2021,,Reconditioned,Automatic,SUV / 4x4,Hybrid,"1,800 cc","3,300 km","5,890,000"
Toyota,Fielder,2011,2011,2017,Used,Automatic,Estate,Octane,"1,500 cc","65,000 km","1,565,000"
Toyota,Esquire,Green-,2019,,Reconditioned,Manual,,"Hybrid, Octane","1,800 cc","72,848 km","4,100,000"
Toyota,Succeed,UL,2003,2007,Used,Automatic,Estate,"CNG, Octane","1,500 cc","75,621 km","710,000"
Toyota,C-HR,SITTER-5,2018,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","64,521 km","3,490,000"
Toyota,Premio,START PUSH,2008,2009,Used,Automatic,Saloon,Octane,"1,500 cc","25,641 km","1,990,000"
Toyota,Noah,SR40,2001,2007,Used,Automatic,Saloon,"Petrol, CNG","2,000 cc","95,000 km","700,000"
Toyota,Noah,X Smart,2012,2018,Used,Automatic,MPV,"CNG, Octane","2,000 cc","56,852 km","2,350,000"
Toyota,Avanza,sky blu colours,2012,2013,Used,Automatic,Estate,Octane,"1,496 cc","43,000 km","1,350,000"
Toyota,Premio,,2004,2007,Used,Automatic,Saloon,"Petrol, CNG","1,500 cc","95,000 km","1,330,000"
Toyota,Hilux,pal colour,2010,2014,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","56,000 km","2,750,000"
Toyota,Prado,GOOD CONDITIONS,2014,,Used,Manual,SUV / 4x4,Diesel,"3,000 cc","32,154 km","7,950,000"
Toyota,Axio,CONDITIONS GOOD,2007,2015,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","74,521 km","1,360,000"
Toyota,Aqua,pearl,2014,2020,Used,Automatic,Estate,Hybrid,"1,496 cc","37,000 km","1,350,000"
Toyota,Prado,black colour,2006,2010,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","52,000 km","3,950,000"
Toyota,Axio,chilbar colour,2014,2019,Used,Automatic,Saloon,Octane,"1,496 cc","46,258 km","1,750,000"
Toyota,Allion,Pearl colour,2013,2015,Used,Automatic,Saloon,"CNG, Octane","1,496 cc","47,255 km","2,350,000"
Toyota,Premio,banchon colour,2007,2014,Used,Automatic,Saloon,"CNG, Octane","1,496 cc","48,000 km","1,650,000"
Nissan,Juke,red colour,2012,2017,Used,Automatic,Estate,Octane,"1,496 cc","49,000 km","1,400,000"
Toyota,Aqua,G  edition,2014,2019,Used,Automatic,Hatchback,"Hybrid, Octane","1,500 cc","45,137 km","1,445,000"
Toyota,Carina,.,1992,2005,Used,Automatic,Saloon,Octane,"1,500 cc","110,000 km","235,000"
Toyota,Corolla,110 L Selection,2000,2003,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","125,963 km","655,000"
Toyota,Land Cruiser,"V8.Zx,32Valve.DOHS",2016,2017,Used,Automatic,SUV / 4x4,"Petrol, Octane","4,600 cc","15,000 km","28,000,000"
Lexus,LC,"500.Alcantara,Sport",2017,2019,Used,Automatic,Coupé/Sports,"Petrol, Octane","3,500 cc","4,400 km","25,500,000"
Toyota,Hiace,,2005,2010,Used,Automatic,,"CNG, Octane","2,700 cc","150,000 km","2,150,000"
Mitsubishi,Lancer,EX Sunroof Base,2010,2010,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","83,000 km","1,750,000"
Toyota,Esquire,GI SUN MOON ROOF,2018,,Reconditioned,Automatic,MPV,Octane,"2,000 cc","50,000 km","4,800,000"
Toyota,Corolla,111,1996,2001,Used,Automatic,Saloon,"CNG, Octane","1,331 cc","85,000 km","540,000"
Nissan,Caravan,Nissan Ambulance,2003,2008,Used,Automatic,MPV,CNG,"2,000 cc","450,000 km","410,000"
Toyota,Esquire,GI / MICA BLUE,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","48,000 km","3,700,000"
Toyota,Harrier,PROGRESS METAL,2019,,Reconditioned,Automatic,SUV / 4x4,Octane,"2,000 cc","44,000 km","8,500,000"
Toyota,Corolla,Toyota,1994,1997,Used,Manual,Hatchback,"Petrol, LPG","1,331 cc","174,123 km","144,000"
Mitsubishi,ASX,,2010,2012,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","70,000 km","1,650,000"
Honda,Vezel,Z pkg,2014,2017,Used,Automatic,,Petrol,"1,500 cc","75,000 km","2,300,000"
Toyota,Prius,"S,Touring,Selection,",2016,2021,Used,Automatic,Hatchback,"Petrol, Hybrid, Octane","1,800 cc","68,000 km","2,650,000"
Toyota,Allion,G PKG PEARL,2018,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","35,811 km","3,350,000"
BMW,5 Series,"530E,M,Sport,Pkg,",2021,2021,Used,Automatic,Saloon,"Petrol, Hybrid, Octane","2,000 cc","2,000 km","13,700,000"
Toyota,Noah,Esquire Hybrid,2018,2021,Used,Automatic,MPV,"Hybrid, Octane","1,800 cc","61,000 km","3,730,000"
Toyota,C-HR,G-LED,2017,2020,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","190,000 km","2,990,000"
Toyota,Noah,Si Noah 2010 Push,2010,2014,Used,Automatic,MPV,"CNG, Octane","2,000 cc","690,208 km","2,450,000"
Toyota,Rush,Toyota Rush 2006,2006,2012,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","65,000 km","1,290,000"
Toyota,Fielder,G,2008,2014,Used,Automatic,Hatchback,"CNG, Octane","1,500 cc","82,000 km","1,340,000"
Toyota,Wagon 100,White,2002,2007,Used,Automatic,Estate,"CNG, Octane","1,331 cc","75,000 km","260,000"
Toyota,Other Model,.,1999,,Used,Automatic,Saloon,CNG,"1,500 cc","50,000 km","680,000"
Mitsubishi,Outlandar,ms,2005,2008,Used,Automatic,SUV / 4x4,Octane,"2,400 cc","75,000 km","1,290,000"
Nissan,X-Trail,push start,2012,2015,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","52,000 km","2,250,000"
Toyota,Corolla,111,1996,2002,Used,Automatic,Saloon,"CNG, Octane","1,331 cc","99,000 km","480,000"
Mitsubishi,Outlandar,G package,2011,2011,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","45,000 km","2,480,000"
Toyota,Aqua,push start,2013,2019,Used,Automatic,Hatchback,"Hybrid, Octane","1,500 cc","73,202 km","1,380,000"
Toyota,Noah,white,2004,2007,Used,Automatic,MPV,"CNG, Octane","2,000 cc","96,000 km","1,090,000"
Toyota,Fielder,G EDITION,2004,2008,Used,Automatic,Estate,"CNG, Octane","1,500 cc","100,000 km","1,150,000"
Toyota,Axio,G Hybrid,2014,2019,Used,Automatic,Saloon,"Hybrid, Octane","1,500 cc","59,361 km","1,645,000"
Nissan,Juke,push start,2011,2022,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","32,000 km","1,480,000"
Toyota,Hiace,Super Gl,2011,2015,Used,Automatic,MPV,"CNG, Octane","2,000 cc","89,000 km","2,130,000"
Toyota,Voxy,ZX,2018,,Reconditioned,Automatic,MPV,Hybrid,"1,800 cc","49,854 km","3,400,000"
Toyota,Prado,LAND CRUISER DIESEL,2015,,Reconditioned,Manual,SUV / 4x4,Diesel,"3,000 cc","44,000 km","8,100,000"
Toyota,Corolla Cross,z leather,2021,,Reconditioned,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","14,000 km","5,400,000"
Toyota,Premio,G,2016,2021,Used,Automatic,Saloon,Octane,"1,500 cc","32,000 km","2,810,000"
Toyota,Axio,silver,2012,2017,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","65,000 km","1,650,000"
Toyota,Corolla,111,1999,2003,Used,Automatic,Saloon,"CNG, Octane","1,331 cc","99,000 km","530,000"
Nissan,Juke,XTRONIC CVT,2011,2022,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","43,000 km","1,490,000"
Toyota,Premio,F,2005,2008,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","125,878 km","1,380,000"
Toyota,Axio,X TSS NON HYBRID 4.5,2018,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","84,000 km","2,650,000"
Toyota,Harrier,Z Leather Package,2020,,Reconditioned,Automatic,,"Petrol, Hybrid, Octane","2,500 cc","74,000 km","8,570,000"
Toyota,Land Cruiser,PRADO,2004,2009,Used,Automatic,SUV / 4x4,Octane,"2,700 cc","71,000 km","3,675,000"
Toyota,Premio,F EX,2018,,Reconditioned,Automatic,Saloon,Octane,"1,500 cc","43,000 km","4,050,000"
Toyota,Corolla,,2000,2005,Used,Automatic,Saloon,"Petrol, LPG","1,500 cc",0 km,"930,000"
Honda,CR-V,Excellent condition,2012,2016,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","51,000 km","3,095,000"
Toyota,Noah,X,2005,2007,Used,Automatic,MPV,"CNG, Octane","2,000 cc","85,000 km","1,460,000"
Toyota,Axio,Projection,2010,2014,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","350,000 km","1,450,000"
Toyota,Corolla,X,2003,2008,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","98,000 km","1,090,000"
Toyota,Corolla,1996,2001,2021,Used,Automatic,Saloon,"Petrol, Octane, LPG","1,500 cc","265,000 km","350,000"
Toyota,Corolla,2004,1998,2004,Used,Automatic,Saloon,"Petrol, Octane, LPG","1,500 cc","160,000 km","750,000"
Toyota,Harrier,PROGRESS METAL PEARL,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Octane","2,000 cc","23,844 km","7,800,000"
Toyota,Allion,G PLUS RED WINE 4.5,2020,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","41,095 km","4,100,000"
Toyota,Corolla,G WXB HYB BLACK 4,2020,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,800 cc","56,312 km","3,550,000"
Toyota,C-HR,G LED 2TON HYBD 4.5,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,800 cc","40,591 km","3,520,000"
Toyota,Noah,X,2005,2010,Used,Automatic,MPV,"CNG, Octane","2,000 cc","78,000 km","1,480,000"
Toyota,C-HR,G LED HYBRID RED,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,800 cc","41,659 km","3,120,000"
Toyota,Noah,,1997,2004,Used,Automatic,MPV,CNG,"1,500 cc","100,000 km","600,000"
Toyota,Corolla,X,2006,2008,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","87,000 km","1,145,000"
Toyota,C-HR,G LED package-,2018,2022,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","78,127 km","3,320,000"
Toyota,Noah,SI 2Door Power,2012,2017,Used,Automatic,Hatchback,Octane,"2,000 cc","67,000 km","2,635,000"
Toyota,Axio,G WXB NHYB BLACK 4,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","19,546 km","3,100,000"
Toyota,Prius,S SAFETY PLUS SILVER,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,800 cc","73,313 km","2,650,000"
Toyota,C-HR,2017,2017,2022,Used,Automatic,Hatchback,Octane,"1,800 cc","66,668 km","3,000,000"
Nissan,X-Trail,MODE PREMIUM,2015,2020,Used,Automatic,SUV / 4x4,"Hybrid, Octane","2,000 cc","46,205 km","3,550,000"
Toyota,Harrier,Z LEATHER PKG,2020,,Reconditioned,Automatic,SUV / 4x4,Octane,"2,000 cc","12,000 km","9,900,000"
Toyota,Noah,X TSS NON HYBRID,2019,,Reconditioned,Automatic,MPV,Octane,"2,000 cc","102,000 km","3,680,000"
Proton,Saga,.,2010,2010,Used,Automatic,Saloon,"Petrol, Octane, LPG","1,300 cc","100,000 km","410,000"
Toyota,Prius,S SAFETY PLUS PEARL,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,800 cc","59,863 km","2,770,000"
Toyota,Axio,G LTD HYB SILVER 4,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","73,969 km","2,720,000"
Toyota,Axio,HYBRID WHITE 4.5,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","42,713 km","2,450,000"
Toyota,ist,S,2006,2010,Used,Automatic,Hatchback,"CNG, Octane","1,300 cc","73,000 km","890,000"
Toyota,Corolla,Super Fres Condition,2005,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","95,000 km","1,195,000"
Toyota,Noah,gl Blue,2005,2010,Used,Automatic,MPV,"Petrol, CNG, Octane","1,800 cc","1,000 km","1,150,000"
Toyota,Noah,2001,2001,2006,Used,Automatic,MPV,Diesel,"1,800 cc","100,000 km","610,000"
Toyota,Prius,s touirng,2017,2022,Used,Automatic,Saloon,"Hybrid, Octane","1,800 cc","54,663 km","2,880,000"
Toyota,Axio,x,2013,2018,Used,Automatic,Saloon,"CNG, Octane","1,320 cc","74,282 km","1,650,000"
Toyota,Axio,super,2013,2018,Used,Automatic,Saloon,"CNG, Octane","1,320 cc","77,260 km","1,650,000"
Toyota,Premio,idel stop,2017,2017,Used,Automatic,Saloon,Octane,"1,500 cc","90,000 km","3,300,000"
Toyota,Axio,G,2013,2018,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","52,000 km","1,850,000"
Toyota,Prius,S Touring,2017,,Reconditioned,Automatic,Saloon,"Hybrid, Octane","1,800 cc","52,557 km","3,050,000"
Honda,Vezel,Z Pkg,2014,2015,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","67,048 km","2,280,000"
Toyota,Premio,FL,2019,2022,Used,Automatic,Saloon,Octane,"1,500 cc","24,428 km","3,880,000"
Toyota,Prius,alpha 7 sitter,2015,2021,Used,Automatic,Estate,"Hybrid, Octane","1,800 cc","65,127 km","2,450,000"
Toyota,Aqua,s,2013,2017,Used,Automatic,Hatchback,"Hybrid, Octane","1,500 cc","61,237 km","1,320,000"
Toyota,Aqua,G,2015,2020,Used,Automatic,Hatchback,"Hybrid, Octane","1,500 cc","52,200 km","1,540,000"
Toyota,Other Model,Raize Z package,2021,,Reconditioned,Automatic,Hatchback,Hybrid,"1,200 cc","7,660 km","3,990,000"
Toyota,Fielder,X Fielder .,2006,2009,Used,Automatic,,"CNG, Octane","1,500 cc","150,000 km","1,210,000"
Toyota,Premio,F EX,2020,2023,Used,Automatic,Saloon,Octane,"1,500 cc","20,273 km","4,550,000"
Nissan,X-Trail,.,2018,2018,Used,Automatic,SUV / 4x4,"Hybrid, Octane","2,000 cc","35,000 km","3,750,000"
Toyota,Premio,F EX,2015,2015,Used,Automatic,Saloon,Octane,"1,500 cc","59,280 km","2,980,000"
Toyota,Carina,Ti,1998,2005,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","80,000 km","740,000"
Toyota,C-HR,g led,2017,2017,Used,Automatic,SUV / 4x4,"Hybrid, Octane","1,800 cc","45,708 km","2,990,000"
Toyota,Prius,Alpha modellista,2014,2019,Used,Automatic,Estate,"Hybrid, Octane","1,800 cc","72,908 km","2,180,000"
Toyota,Hiace,G L,2016,2021,Used,Automatic,MPV,"CNG, Octane","2,000 cc","72,000 km","2,785,000"
Toyota,Axio,টয়োটা একজিও,2009,2015,Used,Automatic,Saloon,"Octane, LPG","1,500 cc","65,000 km","1,430,000"
Toyota,Raum,ALL ATO(1500cc),2004,2008,Used,Automatic,Saloon,"Petrol, CNG, Octane","1,500 cc","82,000 km","895,000"
Toyota,Auris,Push Start Octane,2012,2016,Used,Automatic,Hatchback,Octane,"1,500 cc","42,000 km","1,880,000"
Nissan,Juke,PUSH START,2010,2016,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","49,851 km","1,450,000"
Toyota,Rush,"G,OVER,FRESH,",2006,2012,Used,Automatic,SUV / 4x4,"Petrol, CNG, Octane","1,500 cc","73,000 km","1,250,000"
Toyota,Fielder,X Super Fresh,2012,2017,Used,Automatic,Estate,"CNG, Octane","1,500 cc","60,000 km","1,650,000"
Toyota,Premio,G Superior Octane,2012,2017,Used,Automatic,Saloon,Octane,"1,500 cc","55,000 km","2,480,000"
Honda,Grace,EX SENSING BLUE 4,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","49,252 km","2,950,000"
Honda,Civic,LEATHER SENSING 4,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","62,580 km","3,800,000"
Toyota,Hiace,GL,2014,2018,Used,Automatic,MPV,Diesel,"3,000 cc","55,000 km","2,050,000"
Toyota,Axio,Axio x,2010,2015,Used,Automatic,Saloon,"Petrol, CNG, Octane","1,500 cc","65,165 km","1,430,000"
Toyota,Harrier,,2018,,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","44,000 km","8,000,000"
Toyota,Premio,PUSH+BASE INTERIOR.,2007,2011,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","74,000 km","1,925,000"
Toyota,Allion,A15 Family Used,2007,2010,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","75,200 km","1,599,998"
Toyota,Probox,.,2002,2008,Used,Automatic,Estate,"Petrol, CNG, Octane","1,600 cc","100,000 km","700,000"
Toyota,Sienta,Black,2018,,Reconditioned,Automatic,MPV,"Petrol, Hybrid, Octane","1,500 cc","78,985 km","2,650,000"
Toyota,C-HR,2018,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,800 cc","52,089 km","3,450,000"
Toyota,C-HR,2018,2018,,Reconditioned,Automatic,SUV / 4x4,"Petrol, Hybrid, Octane","1,800 cc","89,718 km","3,250,000"
Toyota,Aqua,S Style Push Start,2014,2021,Used,Automatic,Hatchback,"Hybrid, Octane","1,496 cc","96,362 km","1,490,000"
Toyota,Land Cruiser,Prado,2023,,Reconditioned,Automatic,,Octane,"2,700 cc",8 km,"22,500,000"
Toyota,Fielder,OCTANE USE -1500 CC.,2011,2016,Used,Automatic,Hatchback,Octane,"1,500 cc","65,000 km","1,495,000"
Honda,CR-V,,2022,2022,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","3,840 km","7,275,000"
Toyota,Premio,G Superior,2009,2012,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","102,000 km","2,150,000"
Toyota,Noah,,1997,2010,Used,Automatic,MPV,"CNG, Octane","1,800 cc","400,000 km","850,000"
Toyota,Axio,G WXB HYB RED 4.5,2018,,Reconditioned,Automatic,Saloon,"Petrol, Hybrid, Octane","1,500 cc","22,555 km","3,120,000"
Toyota,Axio,.,2008,2013,Used,Automatic,Saloon,Octane,"1,500 cc","62,000 km","1,470,000"
Nissan,X-Trail,_Octane Driven,2013,2018,Used,Automatic,SUV / 4x4,Octane,"2,000 cc","42,000 km","2,440,000"
Toyota,Rumion,G EDITION,2010,2015,Used,Automatic,SUV / 4x4,Octane,"1,500 cc","64,200 km","1,885,000"
Toyota,Allion,G plus,2011,2016,Used,Automatic,Saloon,"CNG, Octane","1,500 cc","80,200 km","2,245,000"
Mitsubishi,Lancer,Glx,2010,2010,Used,Automatic,Saloon,Octane,"1,300 cc","78,000 km","1,020,000"
Honda,Insight,EX LEATHER PEARL 4,2018,,Reconditioned,Automatic,Saloon,"Petrol, Octane","1,500 cc","49,850 km","4,350,000"
